what,kind,bundleId,bundleVersion,description,time
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1350421080376
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1350421129796
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1350421131913
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1350421459096
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1350421460004
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1350421460799
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.findReplace",1350421460822
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1350421464064
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1350421469456
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1350421600255
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1350421600920
opened,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1350421608625
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1350421608726
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.refresh",1350421610247
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1350421613257
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.findReplace",1350421613281
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1350421622520
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1350421624024
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1350421625366
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1350421626344
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1350421632578
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1350421633777
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.findReplace",1350421633798
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1350421642425
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1350421645632
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1350421659209
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1350421659237
error,log,,,"Core exception while retrieving the content description",1350421659254
error,log,,,"Core exception while retrieving the content description",1350421659256
error,log,,,"Core exception while retrieving the content description",1350421659260
error,log,,,"Core exception while retrieving the content description",1350421659262
error,log,,,"Core exception while retrieving the content description",1350421659264
error,log,,,"Core exception while retrieving the content description",1350421659265
error,log,,,"Core exception while retrieving the content description",1350421659301
error,log,,,"Core exception while retrieving the content description",1350421659303
error,log,,,"Core exception while retrieving the content description",1350421659305
error,log,,,"Core exception while retrieving the content description",1350421659307
error,log,,,"Core exception while retrieving the content description",1350421659309
error,log,,,"Core exception while retrieving the content description",1350421659311
error,log,,,"Core exception while retrieving the content description",1350421659317
error,log,,,"Core exception while retrieving the content description",1350421659319
error,log,,,"Core exception while retrieving the content description",1350421659322
error,log,,,"Core exception while retrieving the content description",1350421659324
error,log,,,"Core exception while retrieving the content description",1350421659326
error,log,,,"Core exception while retrieving the content description",1350421659328
opened,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1350421662387
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1350421662470
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.refresh",1350421663615
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1350421665911
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.findReplace",1350421665933
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1350421674168
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1350421676241
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1350421702321
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1350421704383
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1350421709857
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1350421717931
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1350421717954
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1350421721487
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1350421732473
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1350421743179
opened,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1350421757121
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1350421757206
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.refresh",1350421758487
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1350421761185
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.findReplace",1350421761216
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1350421766932
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1350421793609
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1350421798901
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1350421803057
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1350421806136
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1350421827730
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1350421830942
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1350421834329
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1350421835546
executed,command,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.edit.text.java.open.editor",1350421843145
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1350421859950
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1350421870839
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1350421874591
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1350421882799
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1350421885249
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1350421887575
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1350421888850
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1350421891720
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1350421909356
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1350421909376
opened,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1350421909534
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1350421909617
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.refresh",1350421910847
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1350421917928
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1350421969424
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1350421973921
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1350421977727
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1350421980216
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.findReplace",1350421980240
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1350421988482
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1350422009776
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1350422030504
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1350422031200
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1350422051243
opened,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1350422057079
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1350422057155
executed,command,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.edit.text.java.open.editor",1350422057156
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.refresh",1350422058391
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1350422079247
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1350422101248
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1350422118703
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1350422132366
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1350422135119
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1350422154677
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1350422172113
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1350422460280
error,log,,,"Core exception while retrieving the content description",1350422466827
error,log,,,"Core exception while retrieving the content description",1350422466829
error,log,,,"Core exception while retrieving the content description",1350422466831
error,log,,,"Core exception while retrieving the content description",1350422466833
error,log,,,"Core exception while retrieving the content description",1350422466837
error,log,,,"Core exception while retrieving the content description",1350422466839
error,log,,,"Core exception while retrieving the content description",1350422466841
error,log,,,"Core exception while retrieving the content description",1350422466843
error,log,,,"Core exception while retrieving the content description",1350422466847
error,log,,,"Core exception while retrieving the content description",1350422466849
error,log,,,"Core exception while retrieving the content description",1350422466851
error,log,,,"Core exception while retrieving the content description",1350422466853
opened,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1350422473343
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1350422473469
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.refresh",1350422475127
executed,command,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.edit.text.java.open.editor",1350422514681
executed,command,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.edit.text.java.open.editor",1350422529682
opened,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1350422533748
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1350422533831
executed,command,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.edit.text.java.open.editor",1350422533833
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.refresh",1350422535119
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1350424253442
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1350424254709
closed,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1350424255262
stopped,bundle,org.eclipse.jst.ws.axis.creation.ui,1.0.700.v201104070312,"org.eclipse.jst.ws.axis.creation.ui",1350424256428
stopped,bundle,org.eclipse.jst.ws.axis.consumption.ui,1.0.505.v201004211805,"org.eclipse.jst.ws.axis.consumption.ui",1350424256428
stopped,bundle,org.eclipse.jst.ws.axis.consumption.core,1.0.407.v201104071820,"org.eclipse.jst.ws.axis.consumption.core",1350424256428
stopped,bundle,org.eclipse.jst.ws.axis2.creation.ui,1.0.104.v201004211805,"org.eclipse.jst.ws.axis2.creation.ui",1350424256428
stopped,bundle,org.eclipse.jst.ws.axis2.consumption.ui,1.0.103.v201004211805,"org.eclipse.jst.ws.axis2.consumption.ui",1350424256428
stopped,bundle,org.eclipse.jst.ws.axis2.creation.core,1.0.106.v201004211805,"org.eclipse.jst.ws.axis2.creation.core",1350424256429
stopped,bundle,org.eclipse.jst.ws.axis2.consumption.core,1.0.105.v201004211805,"org.eclipse.jst.ws.axis2.consumption.core",1350424256429
stopped,bundle,org.eclipse.jst.ws.axis2.ui,1.0.303.v201003110431,"org.eclipse.jst.ws.axis2.ui",1350424256429
stopped,bundle,org.eclipse.jst.ws.axis2.core,1.0.204.v201004211805,"org.eclipse.jst.ws.axis2.core",1350424256429
stopped,bundle,org.eclipse.jst.ws.cxf.creation.ui,1.0.100.v201104022153,"org.eclipse.jst.ws.cxf.creation.ui",1350424256429
stopped,bundle,org.eclipse.jst.ws.creation.ui,1.0.609.v201103082016,"org.eclipse.jst.ws.creation.ui",1350424256429
stopped,bundle,org.eclipse.jst.ws.cxf.consumption.ui,1.0.0.v201003222311,"org.eclipse.jst.ws.cxf.consumption.ui",1350424256430
stopped,bundle,org.eclipse.jst.ws.consumption.ui,1.1.402.v201201250306,"org.eclipse.jst.ws.consumption.ui",1350424256430
stopped,bundle,org.eclipse.jst.ws.consumption,1.0.603.v201202012024,"org.eclipse.jst.ws.consumption",1350424256430
stopped,bundle,org.eclipse.jst.ws.cxf.consumption.core,1.0.0.v201003222311,"org.eclipse.jst.ws.cxf.consumption.core",1350424256430
stopped,bundle,org.eclipse.jst.ws.cxf.creation.core,1.0.100.v201104022153,"org.eclipse.jst.ws.cxf.creation.core",1350424256430
stopped,bundle,org.eclipse.jst.ws.cxf.ui,1.0.0.v201004171919,"org.eclipse.jst.ws.cxf.ui",1350424256430
