what,kind,bundleId,bundleVersion,description,time
error,log,,,"Core exception while retrieving the content description",1350416541728
error,log,,,"Core exception while retrieving the content description",1350416541732
error,log,,,"Core exception while retrieving the content description",1350416541735
error,log,,,"Core exception while retrieving the content description",1350416541739
error,log,,,"Core exception while retrieving the content description",1350416542675
error,log,,,"Core exception while retrieving the content description",1350416542677
error,log,,,"Core exception while retrieving the content description",1350416542934
error,log,,,"Core exception while retrieving the content description",1350416542936
error,log,,,"Core exception while retrieving the content description",1350416542938
error,log,,,"Core exception while retrieving the content description",1350416542940
error,log,,,"Core exception while retrieving the content description",1350416543763
error,log,,,"Core exception while retrieving the content description",1350416543766
started,bundle,ccw.core,0.9.0.STABLE001,"ccw.core",1350416543833
started,bundle,ccw.util,0.8.1.201206210945,"ccw.util",1350416544553
started,bundle,ccw.leiningen,0.9.0.STABLE001,"ccw.leiningen",1350416546778
started,bundle,ccw.leiningen-core,2.0.0.preview6,"ccw.leiningen-core",1350416547812
started,bundle,org.eclipse.wst.sse.core,1.1.602.v201112071516,"org.eclipse.wst.sse.core",1350416551445
error,log,,,"Core exception while retrieving the content description",1350416551503
error,log,,,"Core exception while retrieving the content description",1350416551510
error,log,,,"Core exception while retrieving the content description",1350416551511
started,bundle,org.eclipse.compare.core,3.5.200.I20110208-0800,"org.eclipse.compare.core",1350416555694
opened,editor,ccw.core,0.9.0.STABLE001,"ccw.clojureeditor",1350416555734
activated,editor,ccw.core,0.9.0.STABLE001,"ccw.clojureeditor",1350416556189
error,log,,,"Core exception while retrieving the content description",1350416556595
error,log,,,"Core exception while retrieving the content description",1350416556599
error,log,,,"Core exception while retrieving the content description",1350416557146
error,log,,,"Core exception while retrieving the content description",1350416557152
error,log,,,"Core exception while retrieving the content description",1350416557418
error,log,,,"Core exception while retrieving the content description",1350416557421
error,log,,,"Core exception while retrieving the content description",1350416557426
error,log,,,"Core exception while retrieving the content description",1350416557428
error,log,,,"Core exception while retrieving the content description",1350416557430
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1350416907729
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1350417162531
started,bundle,org.eclipse.debug.ui,3.7.102.v20111129-1423_r372,"org.eclipse.debug.ui",1350417166269
started,bundle,org.eclipse.wst.server.core,1.1.304.v20120208_1420,"org.eclipse.wst.server.core",1350417166529
started,bundle,org.eclipse.wst.server.ui,1.3.0.v20120210_1439,"org.eclipse.wst.server.ui",1350417166578
started,bundle,org.eclipse.core.variables,3.2.500.v20110928-1503,"org.eclipse.core.variables",1350417167402
error,log,,,"Waiting for new REPL process ack timed out",1350417197776
error,log,,,"Waiting for new REPL process ack timed out",1350417197779
error,log,,,"Unhandled event loop exception",1350417197782
started,bundle,ccw.debug,1.0.6.STABLE,"ccw.debug",1350417197975
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1350417198105
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1350417202511
executed,command,ccw.core,0.9.0.STABLE001,"ccw.ui.edit.text.clojure.load.file",1350417205459
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1350417205809
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1350417209819
error,log,,,"Core exception while retrieving the content description",1350417218649
error,log,,,"Core exception while retrieving the content description",1350417218657
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1350417218671
error,log,,,"Core exception while retrieving the content description",1350417219678
error,log,,,"Core exception while retrieving the content description",1350417219680
error,log,,,"Core exception while retrieving the content description",1350417219686
error,log,,,"Core exception while retrieving the content description",1350417219688
error,log,,,"Core exception while retrieving the content description",1350417219692
error,log,,,"Waiting for new REPL process ack timed out",1350417235546
error,log,,,"Waiting for new REPL process ack timed out",1350417235547
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1350417235564
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1350417237098
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1350417239354
activated,editor,ccw.core,0.9.0.STABLE001,"ccw.clojureeditor",1350417240567
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1350417246894
error,log,,,"Waiting for new REPL process ack timed out",1350417276599
error,log,,,"Waiting for new REPL process ack timed out",1350417276599
error,log,,,"The archive: /ClojureTesting/classes which is referenced by the classpath, does not exist.",1350417276600
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1350417287949
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1350417289434
started,bundle,org.eclipse.wst.ws.service.policy.ui,1.0.300.v201108240515,"org.eclipse.wst.ws.service.policy.ui",1350417290089
started,bundle,org.eclipse.wst.ws.service.policy,1.0.303.v201009221810,"org.eclipse.wst.ws.service.policy",1350417290092
started,bundle,org.eclipse.wst.command.env,1.0.409.v201004211805,"org.eclipse.wst.command.env",1350417290127
started,bundle,org.eclipse.wst.ws,1.1.203.v201004211805,"org.eclipse.wst.ws",1350417290128
started,bundle,org.eclipse.compare,3.5.202.R37x_v20111109-0800,"org.eclipse.compare",1350417290330
activated,editor,ccw.core,0.9.0.STABLE001,"ccw.clojureeditor",1350417291197
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1350417293140
activated,editor,ccw.core,0.9.0.STABLE001,"ccw.clojureeditor",1350417294704
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1350417295514
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1350417297577
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1350417298345
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1350417374440
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1350417377342
started,bundle,org.eclipse.jdt.debug.ui,3.6.1.v20111006_r372,"org.eclipse.jdt.debug.ui",1350417378365
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1350417384452
opened,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1350417385475
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1350417388509
activated,editor,ccw.core,0.9.0.STABLE001,"ccw.clojureeditor",1350417388534
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1350417392894
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1350417432202
activated,view,org.eclipse.ui.views,3.6.0.v20110928-1505,"org.eclipse.ui.views.ContentOutline",1350417434319
activated,editor,ccw.core,0.9.0.STABLE001,"ccw.clojureeditor",1350417434346
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1350417487196
started,bundle,org.eclipse.ltk.core.refactoring,3.5.201.r372_v20111101-0700,"org.eclipse.ltk.core.refactoring",1350417487379
activated,editor,ccw.core,0.9.0.STABLE001,"ccw.clojureeditor",1350417487497
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1350417492157
error,log,,,"Waiting for new REPL process ack timed out",1350417521889
error,log,,,"Waiting for new REPL process ack timed out",1350417521889
error,log,,,"The archive: /ClojureTesting/classes which is referenced by the classpath, does not exist.",1350417521893
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1350417534988
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1350417541782
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1350417543694
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1350417550447
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.properties",1350417550487
executed,command,org.eclipse.ui.ide,3.7.0.v20110928-1505,"org.eclipse.ui.project.buildAutomatically",1350417555123
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1350417557972
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1350417562227
executed,command,org.eclipse.ui.ide,3.7.0.v20110928-1505,"org.eclipse.ui.project.cleanAction",1350417562235
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1350417562508
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1350417568411
activated,editor,ccw.core,0.9.0.STABLE001,"ccw.clojureeditor",1350417569554
opened,view,ccw.core,0.9.0.STABLE001,"ccw.view.repl",1350417577761
activated,view,ccw.core,0.9.0.STABLE001,"ccw.view.repl",1350417577963
error,log,,,"Could not connect REPL to local launch",1350417578266
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.text.contentAssist.proposals",1350417591005
executed,command,ccw.core,0.9.0.STABLE001,"ccw.ui.repl.history.previous",1350417605141
no handler,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.goto.wordPrevious",1350417605823
no handler,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.goto.wordPrevious",1350417605823
no handler,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.goto.wordPrevious",1350417605966
no handler,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.goto.wordPrevious",1350417605967
no handler,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.goto.wordPrevious",1350417606126
no handler,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.goto.wordPrevious",1350417606127
no handler,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.goto.wordPrevious",1350417606342
no handler,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.goto.wordPrevious",1350417606342
no handler,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.goto.wordPrevious",1350417606558
no handler,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.goto.wordPrevious",1350417606559
error,log,,,"Exception occurred while saving project preferences: /ClojureTesting/.settings/ccw.repl.cmdhistory.prefs.",1350417608094
started,bundle,org.eclipse.pde.core,3.7.1.v20120103_r372,"org.eclipse.pde.core",1350417608267
no handler,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.goto.wordNext",1350417608438
no handler,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.goto.wordNext",1350417608438
started,bundle,org.eclipse.wst.jsdt.core,1.1.102.v201111090634,"org.eclipse.wst.jsdt.core",1350417608504
no handler,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.goto.wordNext",1350417608542
